"name","producer","vintage","region","category","tww_opinion","slug"
"Romanée St-Vivant Grand Cru 2016","Domaine de la Romanée-Conti","2016","Côte de Nuits","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Romanée-St-Vivant Grand Cru 2016 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","romanee-st-vivant-grand-cru-2016"
"Romanée St-Vivant Grand Cru 2022","Domaine de la Romanée-Conti","2022","Côte de Nuits","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Romanée-St-Vivant Grand Cru 2022 du Domaine de la Romanée-Conti pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","romanee-st-vivant-2022-drc"
"Romanée-Conti Grand Cru 2012","Domaine de la Romanée-Conti","2012","Côte de Nuits","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Romanée-Conti Grand Cru 2012 de DRC pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","romanee-conti-grand-cru-2012"
"Romanée-Conti Grand Cru 2019","Domaine de la Romanée-Conti","2019","Côte de Nuits","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Romanée-Conti Grand Cru 2019 de DRC pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","romanee-conti-grand-cru-2019"
"Romanée-Conti Grand Cru 2020","Domaine de la Romanée-Conti","2020","Côte de Nuits","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Romanée-Conti Grand Cru 2020 de DRC pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","romanee-conti-grand-cru-2020"
"Romanée-Conti Grand Cru 2022","Domaine de la Romanée-Conti","2022","Côte de Nuits","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Romanée-Conti Grand Cru 2022 de DRC pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","romanee-conti-grand-cru-2022"
"Romanée-Conti Grand Cru 2023","Domaine de la Romanée-Conti","2023","Côte de Nuits","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons ce Romanée-Conti Grand Cru 2023 de DRC pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","romanee-conti-grand-cru-2023-drc"
"Echezeaux Grand Cru 2020","Domaine E.Rouget","2020","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons cet Echezeaux Grand Cru 2020 du Domaine Emmanuel Rouget pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","echezeaux-2020"
"Echezeaux Grand Cru 2022","Domaine E.Rouget","2022","Bourgogne","Bourgogne","L'avis The Wine Watchers
Nous sélectionnons cet Echezeaux Grand Cru 2022 du Domaine Emmanuel Rouget pour la noblesse de ses arômes, la précision de son interprétation par le domaine et sa capacité à exprimer avec justesse l'identité de la Bourgogne. Plus qu'un simple symbole de prestige, il représente une rencontre rare entre un terroir d'exception, un savoir-faire exigeant et une expression singulière du Pinot Noir. Chaque millésime révèle une nouvelle lecture du lieu, avec cet équilibre entre profondeur, finesse et émotion qui fait des grands vins de Bourgogne des références intemporelles.","echezeaux-e-rouget-2022"
"Vosne Romanee Cros Parantoux 1er Cru","Domaine E.Rouget",,"Bourgogne","Bourgogne",,"vosne-romanee-cros-parantoux-caisse-rouget"
"Vosne-Romanée","Domaine E.Rouget",,"Bourgogne","Bourgogne",,"vosne-romanee-emmanuel-rouget"
"Chambertin "" Clos de Bèze""Grand Cru 2018","Domaine Faiveley","2018","Bourgogne","Bourgogne","L'avis The Wine Watchers :
Nous sélectionnons le **Chambertin Clos de Bèze Grand Cru du Domaine Faiveley** pour son équilibre exceptionnel entre puissance, profondeur et raffinement. Issu de l'un des plus anciens et des plus prestigieux climats de Gevrey-Chambertin, il incarne la grandeur des grands Pinot Noir de Bourgogne et le savoir-faire d'un domaine qui sublime ce terroir d'exception depuis plusieurs générations.
Ce qui nous séduit particulièrement est sa remarquable complexité. Dès sa jeunesse, le vin révèle une palette aromatique intense où se mêlent la cerise noire, la mûre, la framboise sauvage, la violette et les épices douces. À cette richesse s'ajoutent progressivement des notes de graphite, de réglisse, de cacao, de truffe et de sous-bois qui témoignent de son immense potentiel d'évolution.
Nous apprécions également la précision avec laquelle le Domaine Faiveley interprète ce Grand Cru. La matière est dense sans jamais être pesante, les tanins sont d'une grande noblesse et la fraîcheur naturelle du terroir apporte une tension qui allonge la finale avec une remarquable élégance. Chaque millésime exprime ainsi toute la personnalité du Clos de Bèze, sans excès de bois ni recherche de puissance démonstrative.
Au fil des années, le vin gagne en profondeur et en harmonie, développant une texture de plus en plus soyeuse tout en conservant son énergie. Sa capacité de garde est exceptionnelle et lui permet d'évoluer pendant plusieurs décennies, révélant progressivement toute la complexité de ce terroir mythique.
Pour **The Wine Watchers**, le **Chambertin Clos de Bèze Grand Cru du Domaine Faiveley** figure parmi les grandes références de la Côte de Nuits. Profond, racé et d'une remarquable précision, il illustre parfaitement la rencontre entre un terroir légendaire et l'exigence d'un domaine historique, offrant une expression intemporelle de l'excellence bourguignonne.","chambertin-clos-de-beze-grand-cru-2018-faiveley"
"Chambertin "" Clos de Bèze""Grand Cru 2019","Domaine Faiveley","2019","Bourgogne","Bourgogne","L'avis The Wine Watchers :
Nous sélectionnons le **Chambertin Clos de Bèze Grand Cru du Domaine Faiveley** pour son équilibre exceptionnel entre puissance, profondeur et raffinement. Issu de l'un des plus anciens et des plus prestigieux climats de Gevrey-Chambertin, il incarne la grandeur des grands Pinot Noir de Bourgogne et le savoir-faire d'un domaine qui sublime ce terroir d'exception depuis plusieurs générations.
Ce qui nous séduit particulièrement est sa remarquable complexité. Dès sa jeunesse, le vin révèle une palette aromatique intense où se mêlent la cerise noire, la mûre, la framboise sauvage, la violette et les épices douces. À cette richesse s'ajoutent progressivement des notes de graphite, de réglisse, de cacao, de truffe et de sous-bois qui témoignent de son immense potentiel d'évolution.
Nous apprécions également la précision avec laquelle le Domaine Faiveley interprète ce Grand Cru. La matière est dense sans jamais être pesante, les tanins sont d'une grande noblesse et la fraîcheur naturelle du terroir apporte une tension qui allonge la finale avec une remarquable élégance. Chaque millésime exprime ainsi toute la personnalité du Clos de Bèze, sans excès de bois ni recherche de puissance démonstrative.
Au fil des années, le vin gagne en profondeur et en harmonie, développant une texture de plus en plus soyeuse tout en conservant son énergie. Sa capacité de garde est exceptionnelle et lui permet d'évoluer pendant plusieurs décennies, révélant progressivement toute la complexité de ce terroir mythique.
Pour **The Wine Watchers**, le **Chambertin Clos de Bèze Grand Cru du Domaine Faiveley** figure parmi les grandes références de la Côte de Nuits. Profond, racé et d'une remarquable précision, il illustre parfaitement la rencontre entre un terroir légendaire et l'exigence d'un domaine historique, offrant une expression intemporelle de l'excellence bourguignonne.","chambertin-clos-de-beze-grand-cru-2019-faiveley"
"Chambertin "" Clos de Bèze""Grand Cru 2022","Domaine Faiveley","2022","Bourgogne","Bourgogne","L'avis The Wine Watchers :
Nous sélectionnons le **Chambertin Clos de Bèze Grand Cru du Domaine Faiveley** pour son équilibre exceptionnel entre puissance, profondeur et raffinement. Issu de l'un des plus anciens et des plus prestigieux climats de Gevrey-Chambertin, il incarne la grandeur des grands Pinot Noir de Bourgogne et le savoir-faire d'un domaine qui sublime ce terroir d'exception depuis plusieurs générations.
Ce qui nous séduit particulièrement est sa remarquable complexité. Dès sa jeunesse, le vin révèle une palette aromatique intense où se mêlent la cerise noire, la mûre, la framboise sauvage, la violette et les épices douces. À cette richesse s'ajoutent progressivement des notes de graphite, de réglisse, de cacao, de truffe et de sous-bois qui témoignent de son immense potentiel d'évolution.
Nous apprécions également la précision avec laquelle le Domaine Faiveley interprète ce Grand Cru. La matière est dense sans jamais être pesante, les tanins sont d'une grande noblesse et la fraîcheur naturelle du terroir apporte une tension qui allonge la finale avec une remarquable élégance. Chaque millésime exprime ainsi toute la personnalité du Clos de Bèze, sans excès de bois ni recherche de puissance démonstrative.
Au fil des années, le vin gagne en profondeur et en harmonie, développant une texture de plus en plus soyeuse tout en conservant son énergie. Sa capacité de garde est exceptionnelle et lui permet d'évoluer pendant plusieurs décennies, révélant progressivement toute la complexité de ce terroir mythique.
Pour **The Wine Watchers**, le **Chambertin Clos de Bèze Grand Cru du Domaine Faiveley** figure parmi les grandes références de la Côte de Nuits. Profond, racé et d'une remarquable précision, il illustre parfaitement la rencontre entre un terroir légendaire et l'exigence d'un domaine historique, offrant une expression intemporelle de l'excellence bourguignonne.","chambertin-clos-de-beze-grand-cru-2022-faiveley"
"Chambertin "" Clos de Bèze""Grand Cru 2023","Domaine Faiveley","2023","Bourgogne","Bourgogne","L'avis The Wine Watchers :
Nous sélectionnons le **Chambertin Clos de Bèze Grand Cru du Domaine Faiveley** pour son équilibre exceptionnel entre puissance, profondeur et raffinement. Issu de l'un des plus anciens et des plus prestigieux climats de Gevrey-Chambertin, il incarne la grandeur des grands Pinot Noir de Bourgogne et le savoir-faire d'un domaine qui sublime ce terroir d'exception depuis plusieurs générations.
Ce qui nous séduit particulièrement est sa remarquable complexité. Dès sa jeunesse, le vin révèle une palette aromatique intense où se mêlent la cerise noire, la mûre, la framboise sauvage, la violette et les épices douces. À cette richesse s'ajoutent progressivement des notes de graphite, de réglisse, de cacao, de truffe et de sous-bois qui témoignent de son immense potentiel d'évolution.
Nous apprécions également la précision avec laquelle le Domaine Faiveley interprète ce Grand Cru. La matière est dense sans jamais être pesante, les tanins sont d'une grande noblesse et la fraîcheur naturelle du terroir apporte une tension qui allonge la finale avec une remarquable élégance. Chaque millésime exprime ainsi toute la personnalité du Clos de Bèze, sans excès de bois ni recherche de puissance démonstrative.
Au fil des années, le vin gagne en profondeur et en harmonie, développant une texture de plus en plus soyeuse tout en conservant son énergie. Sa capacité de garde est exceptionnelle et lui permet d'évoluer pendant plusieurs décennies, révélant progressivement toute la complexité de ce terroir mythique.
Pour **The Wine Watchers**, le **Chambertin Clos de Bèze Grand Cru du Domaine Faiveley** figure parmi les grandes références de la Côte de Nuits. Profond, racé et d'une remarquable précision, il illustre parfaitement la rencontre entre un terroir légendaire et l'exigence d'un domaine historique, offrant une expression intemporelle de l'excellence bourguignonne.","chambertin-clos-de-beze-grand-cru-2023-faiveley"
"Corton ""Clos des Cortons"" Grand Cru 2020","Domaine Faiveley","2020","Bourgogne","Bourgogne","L’avis The Wine Watchers :
Nous sélectionnons les vins du **Domaine Faiveley** pour la richesse de son patrimoine, la précision de ses vinifications et sa capacité à exprimer avec justesse une remarquable diversité de terroirs bourguignons. Peu de domaines offrent une lecture aussi complète de la Bourgogne, depuis les grands climats de la Côte de Nuits jusqu’aux appellations de la Côte de Beaune et de la Côte Chalonnaise.
Ce qui nous séduit particulièrement est l’équilibre entre profondeur et définition. Les vins rouges possèdent une matière structurée, des tanins précis et une belle énergie, tandis que les blancs associent ampleur, fraîcheur et tension minérale. Chaque cuvée conserve ainsi la personnalité du climat dont elle est issue.
Nous apprécions également le travail parcellaire mené par le domaine. Les vinifications séparées, les extractions ajustées et les élevages maîtrisés permettent de préserver la finesse du fruit et l’identité de chaque terroir, sans rechercher un style uniforme.
Dans leur jeunesse, les rouges dévoilent des notes de cerise, de cassis, de violette et d’épices, puis évoluent vers des nuances de truffe, de sous-bois, de cuir fin et de thé noir. Les blancs développent des arômes d’agrumes, de fleurs blanches, de poire, de noisette et de pierre humide.
Pour **The Wine Watchers**, le Domaine Faiveley incarne une Bourgogne de terroirs, précise, ambitieuse et profondément fidèle à son histoire. Ses meilleurs Premiers Crus et Grands Crus possèdent un potentiel de garde remarquable et figurent parmi les références incontournables pour comprendre toute la diversité des grands vins bourguignons.","corton-clos-des-cortons-grand-cru-2020-faiveley"
"Corton ""Clos des Cortons"" Grand Cru 2021","Domaine Faiveley","2021","Bourgogne","Bourgogne","L’avis The Wine Watchers :
Nous sélectionnons les vins du **Domaine Faiveley** pour la richesse de son patrimoine, la précision de ses vinifications et sa capacité à exprimer avec justesse une remarquable diversité de terroirs bourguignons. Peu de domaines offrent une lecture aussi complète de la Bourgogne, depuis les grands climats de la Côte de Nuits jusqu’aux appellations de la Côte de Beaune et de la Côte Chalonnaise.
Ce qui nous séduit particulièrement est l’équilibre entre profondeur et définition. Les vins rouges possèdent une matière structurée, des tanins précis et une belle énergie, tandis que les blancs associent ampleur, fraîcheur et tension minérale. Chaque cuvée conserve ainsi la personnalité du climat dont elle est issue.
Nous apprécions également le travail parcellaire mené par le domaine. Les vinifications séparées, les extractions ajustées et les élevages maîtrisés permettent de préserver la finesse du fruit et l’identité de chaque terroir, sans rechercher un style uniforme.
Dans leur jeunesse, les rouges dévoilent des notes de cerise, de cassis, de violette et d’épices, puis évoluent vers des nuances de truffe, de sous-bois, de cuir fin et de thé noir. Les blancs développent des arômes d’agrumes, de fleurs blanches, de poire, de noisette et de pierre humide.
Pour **The Wine Watchers**, le Domaine Faiveley incarne une Bourgogne de terroirs, précise, ambitieuse et profondément fidèle à son histoire. Ses meilleurs Premiers Crus et Grands Crus possèdent un potentiel de garde remarquable et figurent parmi les références incontournables pour comprendre toute la diversité des grands vins bourguignons.","corton-clos-des-cortons-grand-cru-2021-faiveley"
"Corton ""Clos des Cortons"" Grand Cru 2022","Domaine Faiveley","2022","Bourgogne","Bourgogne","L’avis The Wine Watchers :
Nous sélectionnons les vins du **Domaine Faiveley** pour la richesse de son patrimoine, la précision de ses vinifications et sa capacité à exprimer avec justesse une remarquable diversité de terroirs bourguignons. Peu de domaines offrent une lecture aussi complète de la Bourgogne, depuis les grands climats de la Côte de Nuits jusqu’aux appellations de la Côte de Beaune et de la Côte Chalonnaise.
Ce qui nous séduit particulièrement est l’équilibre entre profondeur et définition. Les vins rouges possèdent une matière structurée, des tanins précis et une belle énergie, tandis que les blancs associent ampleur, fraîcheur et tension minérale. Chaque cuvée conserve ainsi la personnalité du climat dont elle est issue.
Nous apprécions également le travail parcellaire mené par le domaine. Les vinifications séparées, les extractions ajustées et les élevages maîtrisés permettent de préserver la finesse du fruit et l’identité de chaque terroir, sans rechercher un style uniforme.
Dans leur jeunesse, les rouges dévoilent des notes de cerise, de cassis, de violette et d’épices, puis évoluent vers des nuances de truffe, de sous-bois, de cuir fin et de thé noir. Les blancs développent des arômes d’agrumes, de fleurs blanches, de poire, de noisette et de pierre humide.
Pour **The Wine Watchers**, le Domaine Faiveley incarne une Bourgogne de terroirs, précise, ambitieuse et profondément fidèle à son histoire. Ses meilleurs Premiers Crus et Grands Crus possèdent un potentiel de garde remarquable et figurent parmi les références incontournables pour comprendre toute la diversité des grands vins bourguignons.","corton-clos-des-cortons-grand-cru-2022-faiveley"
"Corton ""Clos des Cortons"" Grand Cru 2023","Domaine Faiveley","2023","Bourgogne","Bourgogne","L’avis The Wine Watchers :
Nous sélectionnons les vins du **Domaine Faiveley** pour la richesse de son patrimoine, la précision de ses vinifications et sa capacité à exprimer avec justesse une remarquable diversité de terroirs bourguignons. Peu de domaines offrent une lecture aussi complète de la Bourgogne, depuis les grands climats de la Côte de Nuits jusqu’aux appellations de la Côte de Beaune et de la Côte Chalonnaise.
Ce qui nous séduit particulièrement est l’équilibre entre profondeur et définition. Les vins rouges possèdent une matière structurée, des tanins précis et une belle énergie, tandis que les blancs associent ampleur, fraîcheur et tension minérale. Chaque cuvée conserve ainsi la personnalité du climat dont elle est issue.
Nous apprécions également le travail parcellaire mené par le domaine. Les vinifications séparées, les extractions ajustées et les élevages maîtrisés permettent de préserver la finesse du fruit et l’identité de chaque terroir, sans rechercher un style uniforme.
Dans leur jeunesse, les rouges dévoilent des notes de cerise, de cassis, de violette et d’épices, puis évoluent vers des nuances de truffe, de sous-bois, de cuir fin et de thé noir. Les blancs développent des arômes d’agrumes, de fleurs blanches, de poire, de noisette et de pierre humide.
Pour **The Wine Watchers**, le Domaine Faiveley incarne une Bourgogne de terroirs, précise, ambitieuse et profondément fidèle à son histoire. Ses meilleurs Premiers Crus et Grands Crus possèdent un potentiel de garde remarquable et figurent parmi les références incontournables pour comprendre toute la diversité des grands vins bourguignons.","corton-grand-cru-2023-faiveley"
"Mazis Chambertin Grand Cru 2019","Domaine Faiveley","2019","Bourgogne","Bourgogne","L'avis The Wine Watchers :
Nous sélectionnons le Mazis-Chambertin Grand Cru du Domaine Faiveley pour son intensité, sa profondeur et son caractère affirmé. Ce Grand Cru de Gevrey-Chambertin exprime une personnalité plus sauvage et plus structurée que de nombreux autres climats de la Côte de Nuits, offrant un Pinot Noir d'une rare puissance, parfaitement maîtrisée par le savoir-faire du Domaine Faiveley.
Ce qui nous séduit particulièrement est la combinaison entre concentration et élégance. Dès les premières années, le vin dévoile des arômes de cerise noire, de mûre, de cassis et de violette, enrichis par des notes de poivre noir, de réglisse, de graphite et de cacao. Cette richesse aromatique repose sur une trame minérale qui apporte fraîcheur et précision jusqu'à une finale particulièrement persistante.
Nous apprécions également l'approche du Domaine Faiveley, qui privilégie une extraction mesurée et un élevage parfaitement intégré afin de préserver l'identité du terroir. Le résultat est un vin puissant sans lourdeur, doté de tanins denses mais remarquablement fins, capables d'accompagner une très longue évolution en bouteille.
Avec le temps, le Mazis-Chambertin révèle toute sa complexité en développant des arômes de truffe, de sous-bois, de cuir noble, de thé noir et d'épices orientales. Sa texture gagne progressivement en velouté tandis que son équilibre et sa fraîcheur demeurent remarquablement préservés.
Pour The Wine Watchers, le Mazis-Chambertin Grand Cru du Domaine Faiveley incarne toute la noblesse des grands terroirs de Gevrey-Chambertin. Profond, racé et doté d'un potentiel de garde exceptionnel, il s'adresse aux amateurs recherchant un Grand Cru de caractère, où la puissance s'exprime toujours avec finesse, précision et élégance.","mazis-chambertin-grand-cru-2019-faiveley"
"Mazis Chambertin Grand Cru 2020","Domaine Faiveley","2020","Bourgogne","Bourgogne","L'avis The Wine Watchers :
Nous sélectionnons le Mazis-Chambertin Grand Cru du Domaine Faiveley pour son intensité, sa profondeur et son caractère affirmé. Ce Grand Cru de Gevrey-Chambertin exprime une personnalité plus sauvage et plus structurée que de nombreux autres climats de la Côte de Nuits, offrant un Pinot Noir d'une rare puissance, parfaitement maîtrisée par le savoir-faire du Domaine Faiveley.
Ce qui nous séduit particulièrement est la combinaison entre concentration et élégance. Dès les premières années, le vin dévoile des arômes de cerise noire, de mûre, de cassis et de violette, enrichis par des notes de poivre noir, de réglisse, de graphite et de cacao. Cette richesse aromatique repose sur une trame minérale qui apporte fraîcheur et précision jusqu'à une finale particulièrement persistante.
Nous apprécions également l'approche du Domaine Faiveley, qui privilégie une extraction mesurée et un élevage parfaitement intégré afin de préserver l'identité du terroir. Le résultat est un vin puissant sans lourdeur, doté de tanins denses mais remarquablement fins, capables d'accompagner une très longue évolution en bouteille.
Avec le temps, le Mazis-Chambertin révèle toute sa complexité en développant des arômes de truffe, de sous-bois, de cuir noble, de thé noir et d'épices orientales. Sa texture gagne progressivement en velouté tandis que son équilibre et sa fraîcheur demeurent remarquablement préservés.
Pour The Wine Watchers, le Mazis-Chambertin Grand Cru du Domaine Faiveley incarne toute la noblesse des grands terroirs de Gevrey-Chambertin. Profond, racé et doté d'un potentiel de garde exceptionnel, il s'adresse aux amateurs recherchant un Grand Cru de caractère, où la puissance s'exprime toujours avec finesse, précision et élégance.","mazis-chambertin-grand-cru-2020-faiveley"
"Mazis Chambertin Grand Cru 2022","Domaine Faiveley","2022","Bourgogne","Bourgogne","L'avis The Wine Watchers :
Nous sélectionnons le Mazis-Chambertin Grand Cru du Domaine Faiveley pour son intensité, sa profondeur et son caractère affirmé. Ce Grand Cru de Gevrey-Chambertin exprime une personnalité plus sauvage et plus structurée que de nombreux autres climats de la Côte de Nuits, offrant un Pinot Noir d'une rare puissance, parfaitement maîtrisée par le savoir-faire du Domaine Faiveley.
Ce qui nous séduit particulièrement est la combinaison entre concentration et élégance. Dès les premières années, le vin dévoile des arômes de cerise noire, de mûre, de cassis et de violette, enrichis par des notes de poivre noir, de réglisse, de graphite et de cacao. Cette richesse aromatique repose sur une trame minérale qui apporte fraîcheur et précision jusqu'à une finale particulièrement persistante.
Nous apprécions également l'approche du Domaine Faiveley, qui privilégie une extraction mesurée et un élevage parfaitement intégré afin de préserver l'identité du terroir. Le résultat est un vin puissant sans lourdeur, doté de tanins denses mais remarquablement fins, capables d'accompagner une très longue évolution en bouteille.
Avec le temps, le Mazis-Chambertin révèle toute sa complexité en développant des arômes de truffe, de sous-bois, de cuir noble, de thé noir et d'épices orientales. Sa texture gagne progressivement en velouté tandis que son équilibre et sa fraîcheur demeurent remarquablement préservés.
Pour The Wine Watchers, le Mazis-Chambertin Grand Cru du Domaine Faiveley incarne toute la noblesse des grands terroirs de Gevrey-Chambertin. Profond, racé et doté d'un potentiel de garde exceptionnel, il s'adresse aux amateurs recherchant un Grand Cru de caractère, où la puissance s'exprime toujours avec finesse, précision et élégance.","mazis-chambertin-grand-cru-2022-faiveley"
"Mazis Chambertin Grand Cru 2023","Domaine Faiveley","2023","Bourgogne","Bourgogne","L'avis The Wine Watchers :
Nous sélectionnons le Mazis-Chambertin Grand Cru du Domaine Faiveley pour son intensité, sa profondeur et son caractère affirmé. Ce Grand Cru de Gevrey-Chambertin exprime une personnalité plus sauvage et plus structurée que de nombreux autres climats de la Côte de Nuits, offrant un Pinot Noir d'une rare puissance, parfaitement maîtrisée par le savoir-faire du Domaine Faiveley.
Ce qui nous séduit particulièrement est la combinaison entre concentration et élégance. Dès les premières années, le vin dévoile des arômes de cerise noire, de mûre, de cassis et de violette, enrichis par des notes de poivre noir, de réglisse, de graphite et de cacao. Cette richesse aromatique repose sur une trame minérale qui apporte fraîcheur et précision jusqu'à une finale particulièrement persistante.
Nous apprécions également l'approche du Domaine Faiveley, qui privilégie une extraction mesurée et un élevage parfaitement intégré afin de préserver l'identité du terroir. Le résultat est un vin puissant sans lourdeur, doté de tanins denses mais remarquablement fins, capables d'accompagner une très longue évolution en bouteille.
Avec le temps, le Mazis-Chambertin révèle toute sa complexité en développant des arômes de truffe, de sous-bois, de cuir noble, de thé noir et d'épices orientales. Sa texture gagne progressivement en velouté tandis que son équilibre et sa fraîcheur demeurent remarquablement préservés.
Pour The Wine Watchers, le Mazis-Chambertin Grand Cru du Domaine Faiveley incarne toute la noblesse des grands terroirs de Gevrey-Chambertin. Profond, racé et doté d'un potentiel de garde exceptionnel, il s'adresse aux amateurs recherchant un Grand Cru de caractère, où la puissance s'exprime toujours avec finesse, précision et élégance.","masis-chambertin-grand-cru-2023-faiveley"
"Musigny Grand Cru 2019","Domaine Faiveley","2019","Bourgogne","Bourgogne","L’avis The Wine Watchers :

Nous sélectionnons les vins du **Domaine Faiveley** pour la richesse de son patrimoine, la précision de ses vinifications et sa capacité à exprimer avec justesse une remarquable diversité de terroirs bourguignons. Peu de domaines offrent une lecture aussi complète de la Bourgogne, depuis les grands climats de la Côte de Nuits jusqu’aux appellations de la Côte de Beaune et de la Côte Chalonnaise.

Ce qui nous séduit particulièrement est l’équilibre entre profondeur et définition. Les vins rouges possèdent une matière structurée, des tanins précis et une belle énergie, tandis que les blancs associent ampleur, fraîcheur et tension minérale. Chaque cuvée conserve ainsi la personnalité du climat dont elle est issue.

Nous apprécions également le travail parcellaire mené par le domaine. Les vinifications séparées, les extractions ajustées et les élevages maîtrisés permettent de préserver la finesse du fruit et l’identité de chaque terroir, sans rechercher un style uniforme.

Dans leur jeunesse, les rouges dévoilent des notes de cerise, de cassis, de violette et d’épices, puis évoluent vers des nuances de truffe, de sous-bois, de cuir fin et de thé noir. Les blancs développent des arômes d’agrumes, de fleurs blanches, de poire, de noisette et de pierre humide.

Pour **The Wine Watchers**, le Domaine Faiveley incarne une Bourgogne de terroirs, précise, ambitieuse et profondément fidèle à son histoire. Ses meilleurs Premiers Crus et Grands Crus possèdent un potentiel de garde remarquable et figurent parmi les références incontournables pour comprendre toute la diversité des grands vins bourguignons.","musigny-grand-cru-2019-faiveley"
"Musigny Grand Cru 2020","Domaine Faiveley","2020","Bourgogne","Bourgogne","L’avis The Wine Watchers :

Nous sélectionnons les vins du **Domaine Faiveley** pour la richesse de son patrimoine, la précision de ses vinifications et sa capacité à exprimer avec justesse une remarquable diversité de terroirs bourguignons. Peu de domaines offrent une lecture aussi complète de la Bourgogne, depuis les grands climats de la Côte de Nuits jusqu’aux appellations de la Côte de Beaune et de la Côte Chalonnaise.

Ce qui nous séduit particulièrement est l’équilibre entre profondeur et définition. Les vins rouges possèdent une matière structurée, des tanins précis et une belle énergie, tandis que les blancs associent ampleur, fraîcheur et tension minérale. Chaque cuvée conserve ainsi la personnalité du climat dont elle est issue.

Nous apprécions également le travail parcellaire mené par le domaine. Les vinifications séparées, les extractions ajustées et les élevages maîtrisés permettent de préserver la finesse du fruit et l’identité de chaque terroir, sans rechercher un style uniforme.

Dans leur jeunesse, les rouges dévoilent des notes de cerise, de cassis, de violette et d’épices, puis évoluent vers des nuances de truffe, de sous-bois, de cuir fin et de thé noir. Les blancs développent des arômes d’agrumes, de fleurs blanches, de poire, de noisette et de pierre humide.

Pour **The Wine Watchers**, le Domaine Faiveley incarne une Bourgogne de terroirs, précise, ambitieuse et profondément fidèle à son histoire. Ses meilleurs Premiers Crus et Grands Crus possèdent un potentiel de garde remarquable et figurent parmi les références incontournables pour comprendre toute la diversité des grands vins bourguignons.","musigny-grand-cru-2020-faiveley"
